Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\2c2d2h.cfr
Action Line,Root CHECK
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,BET 230 freq,BET 115 freq,BET 69 freq,CHECK freq
Kh Kd Tc,0.23688,59.14,138.133,101.56,40.86,90.368,96.1477,9.46,4.16,3.64,82.74
Kd Qc 2c,36.4344,57.18,123.055,93.5671,42.82,105.445,107.066,2.14,24.98,3.77,69.11
Kd Qc 3c,40.7659,56.50,119.368,91.8513,43.50,109.132,109.085,2.16,26.67,3.11,68.05
Kd Qc 4c,36.2854,56.48,120.459,92.737,43.53,108.041,107.925,2.05,29.90,0.00,68.04
Kd Qc 5c,36.6806,56.01,117.945,91.5524,43.99,110.555,109.273,1.34,25.86,7.29,65.51
Kd Qc 6c,36.8377,56.34,118.394,91.374,43.67,110.106,109.635,1.01,24.27,7.51,67.21
Kd Qc 7c,35.9308,56.62,119.305,91.6094,43.38,109.195,109.449,1.16,26.73,3.83,68.28
Kd Qc 8c,33.0763,56.13,118.586,91.8624,43.87,109.914,108.923,1.56,25.04,5.75,67.64
Kd Qc 9c,44.3564,55.91,117.276,91.2075,44.10,111.224,109.668,3.43,20.43,4.48,71.66
Kd Qc Jc,39.6083,59.89,127.973,92.899,40.11,100.527,108.977,2.23,20.28,3.55,73.94
Kd Qc Tc,74.7964,61.43,133.782,94.6841,38.57,94.7176,106.776,0.01,20.04,0.03,79.92
Kd Tc 2c,19.1687,56.79,120.568,92.3097,43.21,107.932,108.597,5.98,21.74,2.92,69.36
Kd Tc 3c,25.0061,56.27,117.642,90.8967,43.73,110.858,110.223,5.66,23.68,2.73,67.93
Kd Tc 4c,18.9692,56.33,118.479,91.4495,43.67,110.021,109.535,5.93,21.90,5.40,66.76
Kd Tc 5c,20.5373,55.79,116.703,90.9437,44.21,111.797,109.955,5.65,22.86,5.52,65.97
Kd Tc 6c,16.2788,54.99,112.684,89.0954,45.01,115.816,111.873,4.50,19.90,11.16,64.43
Kd Tc 7c,16.9235,54.41,111,88.6904,45.59,117.5,112.069,5.79,18.64,10.65,64.92
Kd Tc 8c,18.7855,54.21,110.806,88.8673,45.79,117.694,111.757,5.67,18.98,9.62,65.73
Kd Tc 9c,35.4576,55.54,116.444,91.1502,44.46,112.056,109.59,6.44,15.95,7.49,70.12
Kh 2d 2c,0.05052,63.49,152.405,104.369,36.51,76.0964,90.618,4.47,13.56,2.29,79.69
Kh 3d 3c,0.33896,62.19,148.932,104.113,37.81,79.5674,91.5075,4.06,16.35,0.92,78.67
Kh 3d 2c,0.02541,52.66,106.678,88.0796,47.34,121.822,111.882,6.39,14.89,11.50,67.22
Kh 4d 4c,13.5567,59.19,143.591,105.473,40.81,84.9087,90.4632,0.95,21.21,0.01,77.83
Kh 4d 2c,0.01171,49.67,101.348,88.7213,50.33,127.152,109.833,6.73,14.69,10.23,68.35
Kh 4d 3c,0.07363,45.54,89.1848,85.1453,54.46,139.315,111.225,6.06,16.17,14.05,63.71
Kh 5d 5c,20.5864,58.47,138.693,103.124,41.53,89.8074,94.0307,0.00,24.94,0.00,75.06
Kh 5d 2c,0.0377,56.11,118.749,92.0103,43.89,109.751,108.73,2.50,20.03,8.16,69.31
Kh 5d 3c,0.106,50.13,101.673,88.1737,49.87,126.827,110.583,2.62,21.56,11.95,63.86
Kh 5d 4c,0.43267,44.97,89.6991,86.7194,55.03,138.801,109.669,3.45,20.08,16.26,60.21
Kh 6d 6c,16.2866,59.35,144.559,105.898,40.65,83.9409,89.7836,0.82,19.41,0.02,79.75
Kh 6d 2c,0.16825,59.80,135.815,98.7464,40.20,92.6848,100.243,0.87,20.39,6.79,71.95
Kh 6d 3c,1.83654,55.25,119.987,94.4233,44.75,108.513,105.428,0.25,27.66,4.40,67.70
Kh 6d 4c,0.03786,51.45,112.131,94.7508,48.55,116.369,104.221,2.05,18.60,10.75,68.59
Kh 6d 5c,7.25949,53.35,112.964,92.0582,46.65,115.536,107.686,0.15,21.33,15.18,63.34
Kh 7d 7c,17.7866,60.27,147.775,106.608,39.73,80.7251,88.3354,0.78,17.36,0.01,81.86
Kh 7d 2c,1.11949,60.04,137.197,99.3592,39.96,91.3034,99.3311,0.98,24.13,0.87,74.02
Kh 7d 3c,0.33806,58.51,132.201,98.2445,41.49,96.2985,100.904,0.61,25.26,3.18,70.95
Kh 7d 4c,0.05259,58.00,129.885,97.3707,42.00,98.6153,102.078,1.22,19.94,7.84,71.00
Kh 7d 5c,0.85164,56.30,124.379,96.0462,43.70,104.121,103.603,0.89,21.00,9.96,68.15
Kh 7d 6c,6.86293,54.69,115.125,91.5275,45.31,113.375,108.786,0.36,22.78,11.15,65.71
Kh 8d 8c,25.7646,59.08,139.768,102.856,40.92,88.732,94.2819,0.69,22.64,0.01,76.67
Kh 8d 2c,3.83043,59.16,135.783,99.7872,40.84,92.7172,98.7119,2.31,25.64,2.06,69.99
Kh 8d 3c,10.4486,58.09,132.404,99.0955,41.91,96.0956,99.6981,1.03,29.63,0.05,69.29
Kh 8d 4c,0.13952,55.52,125.524,98.2984,44.48,102.976,100.658,2.20,22.70,6.49,68.60
Kh 8d 5c,5.09284,55.07,122.667,96.8453,44.93,105.833,102.416,0.55,25.71,7.03,66.71
Kh 8d 6c,5.44834,56.63,126.396,97.0467,43.37,102.104,102.353,0.53,24.16,4.34,70.98
Kh 8d 7c,12.7779,55.77,119.541,93.1986,44.23,108.959,107.101,1.49,23.89,7.21,67.41
Kh 9d 9c,34.3546,59.32,137.257,100.595,40.68,91.2435,97.5291,2.75,20.11,0.01,77.13
Kh 9d 2c,18.8417,58.94,133.952,98.8113,41.06,94.5481,100.118,2.92,27.22,0.00,69.85
Kh 9d 3c,23.5533,58.19,129.872,97.0415,41.81,98.6281,102.558,1.48,29.72,0.01,68.79
Kh 9d 4c,22.004,57.78,130.325,98.0595,42.22,98.1754,101.112,1.59,29.26,0.01,69.14
Kh 9d 5c,22.1345,56.12,123.755,95.8816,43.88,104.745,103.781,0.43,30.05,0.01,69.52
Kh 9d 6c,22.3127,56.17,121.639,94.1483,43.83,106.861,106.013,1.57,27.34,0.20,70.89
Kh 9d 7c,20.9232,56.70,122.428,93.8821,43.30,106.072,106.505,2.56,26.18,0.00,71.26
Kh 9d 8c,31.9889,56.30,121.185,93.5876,43.70,107.315,106.769,1.89,25.10,0.57,72.43
Kh Jd Jc,27.0481,60.91,148.129,105.735,39.09,80.3713,89.3948,8.37,11.85,0.03,79.76
Kh Jd 2c,14.0037,59.11,134.909,99.2366,40.89,93.5907,99.5081,1.18,19.31,6.70,72.81
Kh Jd 3c,18.1427,58.70,131.599,97.4803,41.30,96.9012,102.001,1.00,22.94,5.02,71.03
Kh Jd 4c,17.0743,58.25,131.118,97.8708,41.75,97.3818,101.407,0.32,25.08,4.98,69.63
Kh Jd 5c,20.6961,57.58,127.395,96.1946,42.42,101.105,103.627,0.13,25.22,6.49,68.15
Kh Jd 6c,19.1874,58.32,129.533,96.5654,41.68,98.9668,103.241,0.40,21.66,7.27,70.66
Kh Jd 7c,12.944,56.95,123.943,94.6169,43.05,104.557,105.607,1.16,19.14,12.76,66.94
Kh Jd 8c,21.5945,56.15,122.718,95.0173,43.85,105.782,104.894,2.10,22.83,6.24,68.83
Kh Jd 9c,44.368,57.22,123.244,93.6532,42.78,105.256,106.964,6.69,13.44,9.89,69.99
Kh Jd Tc,87.9328,60.94,132.622,94.6192,39.06,95.8782,106.725,0.00,20.68,0.01,79.32
Kh Qd Qc,46.7261,60.80,142.766,102.086,39.20,85.7341,95.0996,4.52,15.36,0.00,80.12
Kh Qd 2c,28.5949,59.11,132.596,97.538,40.89,95.9041,101.963,0.11,27.40,2.13,70.36
Kh Qd 3c,32.1232,58.56,128.774,95.6045,41.44,99.7257,104.638,0.16,29.46,1.33,69.04
Kh Qd 4c,31.2634,58.21,128.409,95.9117,41.79,100.091,104.133,0.17,30.35,1.67,67.81
Kh Qd 5c,33.4239,57.53,124.753,94.2753,42.47,103.748,106.219,0.00,31.39,2.05,66.56
Kh Qd 6c,31.2745,58.13,125.975,94.2274,41.87,102.525,106.455,0.00,29.78,1.58,68.64
Kh Qd 7c,29.5296,58.41,127.401,94.8289,41.59,101.099,105.694,0.00,27.69,3.26,69.05
Kh Qd 8c,32.1089,57.48,125.692,95.0732,42.52,102.808,105.126,0.02,25.84,5.74,68.39
Kh Qd 9c,46.6942,57.09,123.398,93.9819,42.91,105.102,106.486,0.52,17.70,9.71,72.06
Kh Qd Jc,39.9467,61.28,132.112,93.7261,38.72,96.388,108.246,2.58,22.79,0.01,74.62
Kh Qd Tc,72.3425,62.13,135.919,95.1112,37.87,92.5812,106.299,0.00,19.45,0.01,80.55
Kh Td Tc,27.9505,59.85,142.543,103.553,40.15,85.9573,93.0789,7.89,15.41,0.01,76.70
Kh Td 2c,6.07229,57.83,127.302,95.7064,42.17,101.198,104.342,4.00,15.75,11.64,68.60
Kh Td 3c,10.5992,57.50,124.927,94.4596,42.50,103.573,105.962,3.22,20.48,9.40,66.90
Kh Td 4c,9.1019,57.20,124.07,94.3121,42.80,104.43,106.077,3.09,19.33,13.43,64.15
Kh Td 5c,13.6475,56.13,121.635,94.2169,43.87,106.865,105.913,2.01,20.45,13.67,63.88
Kh Td 6c,10.0946,54.65,115.504,91.8996,45.35,112.996,108.322,2.07,19.57,14.96,63.40
Kh Td 7c,8.19681,54.09,114.113,91.7292,45.91,114.387,108.323,4.49,20.50,10.31,64.69
Kh Td 8c,14.1996,53.62,113.391,91.9461,46.38,115.108,107.905,3.14,21.79,9.05,66.03
Kh Td 9c,32.3253,56.29,120.205,92.8388,43.71,108.295,107.732,5.75,14.08,12.65,67.51
Qc 2d 2c,46.049,52.07,108.419,90.5296,47.93,120.081,108.927,4.20,28.40,13.36,54.04
Qc 3c 2c,84.4373,52.19,107.248,89.3444,47.81,121.252,110.268,6.09,3.87,27.24,62.80
Qc 3c 2d,63.0185,51.20,97.6461,82.9219,48.80,130.854,116.58,9.54,15.24,35.93,39.29
Qc 3d 3c,49.2695,52.29,108.21,89.9677,47.71,120.29,109.63,3.77,28.64,12.40,55.19
Qc 3d 2c,62.9083,51.24,97.9403,83.1016,48.76,130.56,116.421,9.35,13.51,38.06,39.08
Qc 4c 2c,78.5628,52.27,107.917,89.7625,47.73,120.583,109.845,4.93,0.03,32.69,62.35
Qc 4c 2d,56.6784,50.92,98.8229,84.3845,49.08,129.677,114.87,8.25,15.62,36.81,39.32
Qc 4c 3c,83.368,51.53,105.366,88.8999,48.47,123.134,110.456,7.31,1.26,32.91,58.51
Qc 4c 3d,64.3146,50.33,94.6208,81.7447,49.67,133.879,117.182,10.95,7.45,49.12,32.49
Qc 4d 4c,56.1157,52.00,106.352,88.926,48.00,122.148,110.637,1.92,20.16,25.12,52.81
Qc 4d 2c,58.2644,50.97,99.3899,84.7884,49.03,129.11,114.481,8.06,14.27,37.82,39.85
Qc 4d 3c,66.2684,50.35,94.9686,82.0153,49.65,133.531,116.921,11.23,8.17,47.38,33.21
Qc 5c 2c,78.2716,52.16,107.858,89.9049,47.84,120.642,109.644,4.66,0.02,32.71,62.61
Qc 5c 2d,59.5159,50.79,99.3414,85.048,49.21,129.159,114.104,6.79,7.55,43.74,41.93
Qc 5c 3c,83.2857,51.41,105.363,89.1016,48.59,123.137,110.19,6.51,0.45,34.18,58.86
Qc 5c 3d,66.5131,50.28,95.178,82.2945,49.72,133.322,116.596,9.85,0.01,56.69,33.45
Qc 5c 4c,83.0825,50.83,103.54,88.5699,49.17,124.959,110.488,7.67,2.71,31.19,58.43
Qc 5c 4d,68.8127,49.80,93.5957,81.7116,50.20,134.904,116.844,11.21,4.32,50.65,33.83
Qc 5d 5c,62.5653,51.76,104.416,87.7041,48.24,124.084,111.842,1.56,7.35,41.52,49.57
Qc 5d 2c,62.0724,50.73,99.4341,85.2125,49.27,129.066,113.905,6.10,5.65,45.23,43.02
Qc 5d 3c,69.1171,50.19,95.1278,82.4014,49.81,133.372,116.425,9.56,3.66,50.49,36.30
Qc 5d 4c,69.7283,49.80,93.747,81.8493,50.20,134.753,116.705,11.51,5.24,49.01,34.24
Qc 6c 2c,78.8254,52.43,108.529,90.0004,47.57,119.971,109.65,3.82,2.53,27.47,66.18
Qc 6c 2d,59.3137,50.99,100.623,85.8049,49.01,127.877,113.436,3.51,4.92,42.81,48.76
Qc 6c 3c,84.0932,51.76,106.854,89.7638,48.24,121.646,109.63,5.36,3.39,28.18,63.07
Qc 6c 3d,67.4168,50.52,97.1122,83.5715,49.48,131.388,115.457,6.24,0.02,50.86,42.88
Qc 6c 4c,77.424,51.63,106.241,89.4704,48.37,122.259,109.89,5.70,1.89,29.81,62.60
Qc 6c 4d,63.0662,49.93,96.7703,84.2711,50.07,131.73,114.38,6.47,2.46,48.61,42.46
Qc 6c 5c,84.4698,51.04,105.575,89.9407,48.96,122.925,109.153,6.77,0.03,34.60,58.61
Qc 6c 5d,69.9961,49.41,93.9207,82.6398,50.59,134.579,115.668,7.91,0.19,50.07,41.84
Qc 6d 6c,58.8906,52.41,107.994,89.5846,47.59,120.506,110.101,1.11,8.32,37.83,52.75
Qc 6d 2c,61.3339,50.92,100.521,85.8279,49.08,127.979,113.375,3.43,6.00,41.06,49.50
Qc 6d 3c,69.2538,50.41,96.771,83.4626,49.59,131.729,115.496,6.08,2.55,46.81,44.56
Qc 6d 4c,63.1365,49.91,96.6429,84.1877,50.09,131.857,114.454,6.70,2.24,48.94,42.12
Qc 6d 5c,69.5242,49.47,94.0614,82.662,50.53,134.439,115.686,8.38,0.02,50.79,40.81
Qc 7c 2c,79.1092,52.95,109.719,90.0871,47.05,118.781,109.771,3.59,0.50,30.18,65.73
Qc 7c 2d,58.7279,51.77,104.868,88.0633,48.23,123.632,111.463,3.10,12.42,29.90,54.58
Qc 7c 3c,84.2558,51.92,107.135,89.7124,48.08,121.365,109.754,5.76,3.60,27.84,62.79
Qc 7c 3d,65.1614,50.98,99.3289,84.7208,49.03,129.171,114.556,5.43,0.01,50.07,44.48
Qc 7c 4c,78.7868,51.72,106.355,89.4122,48.28,122.145,109.99,6.29,0.04,34.05,59.62
Qc 7c 4d,62.9245,50.23,98.4548,85.2194,49.77,130.045,113.607,6.08,2.42,47.15,44.35
Qc 7c 5c,77.8804,51.36,105.452,89.2698,48.64,123.048,109.989,6.44,1.82,31.17,60.57
Qc 7c 5d,65.2682,49.60,96.5525,84.631,50.40,131.948,113.832,7.05,2.66,45.84,44.45
Qc 7c 6c,87.8632,51.04,105.828,90.1471,48.96,122.672,108.94,7.99,2.13,31.11,58.77
Qc 7c 6d,66.5736,49.69,94.2274,82.4442,50.31,134.273,116.045,9.34,4.31,44.31,42.04
Qc 7d 7c,54.4758,52.83,110.681,91.0812,47.17,117.819,108.608,0.58,18.26,22.42,58.74
Qc 7d 2c,60.135,51.73,104.889,88.1527,48.27,123.611,111.346,2.65,11.34,30.87,55.14
Qc 7d 3c,66.7291,50.86,99.0907,84.7164,49.14,129.409,114.488,4.97,4.59,43.06,47.39
Qc 7d 4c,63.0211,50.33,98.8816,85.4241,49.67,129.618,113.455,5.91,0.03,50.70,43.35
Qc 7d 5c,64.1898,49.68,96.8964,84.7967,50.32,131.604,113.715,7.02,2.41,45.89,44.67
Qc 7d 6c,66.2319,49.73,94.6075,82.7091,50.27,133.892,115.809,9.07,3.86,44.55,42.51
Qc 8c 2c,72.2563,52.25,106.844,88.9156,47.76,121.656,110.761,7.19,4.91,26.01,61.89
Qc 8c 2d,52.9862,51.03,101.05,86.0916,48.97,127.45,113.163,6.93,12.49,33.80,46.79
Qc 8c 3c,77.7695,51.87,106.055,88.8964,48.13,122.445,110.611,8.04,8.62,21.76,61.58
Qc 8c 3d,58.879,50.69,98.5577,84.5413,49.31,129.942,114.566,8.48,8.76,39.39,43.38
Qc 8c 4c,67.5579,51.13,103.928,88.3829,48.87,124.572,110.818,9.10,2.73,30.35,57.82
Qc 8c 4d,56.3214,49.79,95.5277,83.4173,50.21,132.972,115.145,9.85,0.01,56.41,33.73
Qc 8c 5c,67.6356,50.65,102.826,88.2692,49.35,125.674,110.718,9.43,5.20,27.77,57.61
Qc 8c 5d,59.0417,48.90,92.8765,82.5789,51.10,135.623,115.394,11.52,5.76,47.91,34.82
Qc 8c 6c,69.0219,51.32,104.585,88.6122,48.68,123.915,110.663,9.30,4.76,27.82,58.12
Qc 8c 6d,57.154,49.36,94.9814,83.6665,50.64,133.519,114.632,10.40,4.87,43.65,41.08
Qc 8c 7c,76.5918,51.15,104.543,88.8578,48.85,123.957,110.333,10.55,0.02,36.65,52.78
Qc 8c 7d,60.5651,50.03,96.2256,83.6258,49.97,132.274,115.088,9.89,5.99,41.59,42.52
Qc 8d 8c,56.859,52.22,105.275,87.6584,47.78,123.225,112.121,4.28,14.75,31.64,49.33
Qc 8d 2c,55.8933,50.88,100.564,85.9398,49.12,127.936,113.234,6.20,4.30,44.51,44.98
Qc 8d 3c,62.9547,50.51,98.1019,84.4438,49.49,130.398,114.559,8.17,7.46,40.83,43.54
Qc 8d 4c,57.4926,49.64,95.1807,83.3587,50.36,133.319,115.111,9.55,2.79,51.82,35.85
Qc 8d 5c,60.0203,48.94,93.0478,82.6593,51.06,135.452,115.345,10.95,4.91,48.52,35.62
Qc 8d 6c,59.2635,49.38,95.2727,83.8861,50.62,133.227,114.431,9.55,0.03,50.38,40.04
Qc 8d 7c,62.7537,49.97,96.0877,83.6097,50.03,132.412,115.065,9.47,0.05,50.37,40.11
Qc 9c 2c,67.5027,51.67,103.816,87.3567,48.33,124.684,112.168,11.04,10.64,20.02,58.30
Qc 9c 2d,56.2089,51.33,100.464,85.0946,48.67,128.036,114.381,8.81,17.86,20.97,52.35
Qc 9c 3c,71.8618,51.27,102.567,86.9772,48.73,125.933,112.364,12.11,13.20,18.31,56.38
Qc 9c 3d,60.7948,50.85,97.4329,83.3133,49.15,131.067,115.935,10.20,18.09,22.74,48.96
Qc 9c 4c,63.0753,50.89,102.028,87.1748,49.11,126.472,111.961,12.33,11.22,19.99,56.46
Qc 9c 4d,58.4698,50.44,97.5309,84.0728,49.56,130.969,114.893,9.90,16.82,25.93,47.36
Qc 9c 5c,60.1255,50.22,100.175,86.7313,49.78,128.325,112.075,13.52,6.42,27.56,52.50
Qc 9c 5d,59.4056,49.31,92.1858,81.2903,50.69,136.314,116.911,11.19,10.51,39.59,38.71
Qc 9c 6c,60.9788,50.59,101.26,87.0243,49.41,127.24,111.966,11.20,10.37,23.12,55.31
Qc 9c 6d,58.0078,49.67,93.37,81.7246,50.33,135.13,116.742,10.98,14.76,31.10,43.16
Qc 9c 7c,60.907,50.82,101.607,86.9251,49.18,126.893,112.186,12.25,10.28,23.48,53.99
Qc 9c 7d,57.3193,50.37,96.3323,83.1519,49.63,132.168,115.785,11.14,17.97,24.17,46.72
Qc 9c 8c,64.3775,50.42,99.7776,86.0408,49.58,128.722,112.88,14.54,10.07,23.28,52.11
Qc 9c 8d,62.2823,49.75,90.7065,79.2775,50.25,137.794,119.216,14.45,16.57,29.34,39.63
Qc 9d 9c,60.0242,52.72,105.667,87.1412,47.28,122.833,112.96,6.51,23.58,15.99,53.92
Qc 9d 2c,59.1378,51.20,100.578,85.4169,48.80,127.922,113.961,7.52,13.67,27.04,51.76
Qc 9d 3c,64.3617,50.72,97.7099,83.7515,49.28,130.79,115.403,8.70,11.79,31.96,47.55
Qc 9d 4c,60.509,50.46,98.1144,84.5473,49.55,130.386,114.42,8.66,10.40,34.86,46.09
Qc 9d 5c,61.2835,49.44,93.3987,82.1314,50.56,135.101,116.185,10.07,7.17,43.62,39.14
Qc 9d 6c,60.6135,49.77,94.328,82.4076,50.23,134.172,116.131,9.63,7.99,40.29,42.09
Qc 9d 7c,59.7503,50.41,96.789,83.4826,49.59,131.711,115.474,10.06,11.90,32.89,45.15
Qc 9d 8c,62.6506,49.87,91.6148,79.8774,50.13,136.885,118.715,14.07,15.52,30.65,39.76
Qc Jc 2c,60.7264,53.87,110.348,89.0615,46.13,118.152,111.36,11.74,22.65,3.21,62.40
Qc Jc 2d,53.7122,55.46,113.28,88.8038,44.54,115.22,112.478,8.62,26.90,1.22,63.27
Qc Jc 3c,65.7443,53.63,109.22,88.5438,46.37,119.28,111.844,12.40,22.41,5.66,59.54
Qc Jc 3d,57.4587,54.75,109.831,87.2263,45.25,118.669,114.011,9.46,28.65,0.84,61.05
Qc Jc 4c,57.2041,53.36,108.844,88.693,46.64,119.656,111.535,12.55,20.08,8.24,59.12
Qc Jc 4d,54.3488,54.60,109.492,87.193,45.40,119.008,113.964,9.77,30.02,0.86,59.34
Qc Jc 5c,54.9535,53.29,108.47,88.5039,46.71,120.03,111.718,12.90,20.24,9.60,57.26
Qc Jc 5d,54.9529,54.30,107.331,85.9355,45.70,121.169,115.286,10.41,33.37,0.04,56.18
Qc Jc 6c,55.227,53.72,110.213,89.2021,46.28,118.287,111.124,11.22,23.04,4.55,61.19
Qc Jc 6d,53.9737,54.60,108.909,86.7231,45.40,119.591,114.531,9.02,32.21,0.00,58.76
Qc Jc 7c,54.7086,53.78,110.068,88.9913,46.22,118.431,111.396,11.73,26.44,0.59,61.24
Qc Jc 7d,53.1323,54.91,110.101,87.1713,45.09,118.399,114.179,9.29,30.03,2.24,58.44
Qc Jc 8c,48.9097,52.48,107.704,89.2327,47.52,120.796,110.518,11.37,19.49,13.38,55.76
Qc Jc 8d,53.0311,52.73,100.305,82.699,47.27,128.195,117.922,17.35,33.21,0.01,49.43
Qc Jc 9c,64.5201,53.37,110.662,90.1473,46.63,117.838,109.879,12.30,13.74,12.66,61.29
Qc Jc 9d,67.2758,54.14,109.598,88.0154,45.86,118.902,112.726,13.73,30.07,0.00,56.20
Qc Jd Jc,36.7792,56.94,128.664,98.2444,43.06,99.8356,100.806,4.64,23.21,1.03,71.12
Qc Jc Tc,31.085,55.74,117.722,91.8324,44.26,110.778,108.811,11.24,3.47,22.82,62.47
Qc Jc Td,28.5936,56.73,118.348,90.7074,43.27,110.152,110.675,10.71,20.48,2.96,65.84
Qc Jd 2c,55.2735,55.69,114.387,89.2993,44.31,114.113,111.978,5.69,27.05,2.07,65.19
Qc Jd 3c,58.8408,54.89,110.572,87.5778,45.11,117.928,113.672,6.66,28.30,1.94,63.10
Qc Jd 4c,55.118,54.85,110.465,87.5685,45.15,118.035,113.655,7.16,30.07,1.33,61.44
Qc Jd 5c,54.8897,54.57,108.189,86.196,45.43,120.311,115.147,8.36,32.43,1.13,58.08
Qc Jd 6c,54.3423,54.91,110.002,87.1011,45.09,118.498,114.261,6.64,31.35,0.82,61.18
Qc Jd 7c,53.8362,55.18,110.956,87.4193,44.82,117.544,114.036,6.87,30.48,1.53,61.12
Qc Jd 8c,53.2482,53.15,102.453,83.8147,46.85,126.047,116.967,14.98,33.10,0.00,51.92
Qc Jd 9c,66.3829,54.41,110.47,88.28,45.59,118.03,112.555,12.75,28.55,0.01,58.69
Qc Jd Tc,26.9135,56.91,119.541,91.3229,43.09,108.958,109.948,10.37,21.89,0.01,67.73
Qd Qc 2c,49.5865,51.97,101.495,84.916,48.03,127.005,114.962,13.18,7.97,36.57,42.28
Qd Qc 3c,68.0219,52.40,101.957,84.5929,47.60,126.543,115.592,14.32,2.25,45.77,37.66
Qd Qc 4c,55.0272,51.83,100.928,84.6649,48.17,127.572,115.146,14.33,2.62,45.97,37.08
Qd Qc 5c,69.3667,52.28,103.886,86.3957,47.72,124.614,113.538,13.89,0.00,49.67,36.44
Qd Qc 6c,72.2308,52.93,108.079,88.7719,47.07,120.421,111.242,8.49,0.00,43.14,48.37
Qd Qc 7c,69.8374,53.26,109.593,89.4607,46.74,118.907,110.615,6.59,0.00,41.88,51.53
Qd Qc 8c,54.8317,52.18,105.18,87.634,47.82,123.32,112.131,12.20,2.04,49.06,36.70
Qd Qc 9c,61.9403,52.88,106.675,87.7068,47.12,121.825,112.412,9.97,14.48,31.27,44.28
Qd Qc Jc,55.2796,57.36,121.614,92.1862,42.64,106.886,108.98,2.32,30.95,0.01,66.72
Qh Qd Qc,14.0739,53.54,107.3,87.139,46.46,121.2,113.416,26.74,0.05,29.98,43.23
Qd Qc Tc,46.39,55.88,118.341,92.0726,44.12,110.159,108.563,4.84,29.19,0.00,65.96
Qc Tc 2c,56.329,53.02,108.325,88.8278,46.98,120.175,111.221,11.73,19.43,6.81,62.03
Qc Tc 2d,46.8332,53.74,106.315,86.0107,46.26,122.185,114.843,13.88,23.67,0.04,62.41
Qc Tc 3c,61.304,52.80,106.885,88.0206,47.20,121.615,112.017,12.02,22.67,5.59,59.72
Qc Tc 3d,50.541,53.04,102.883,84.3427,46.96,125.617,116.292,14.36,25.70,0.01,59.93
Qc Tc 4c,51.2819,52.40,106.403,88.2911,47.60,122.097,111.518,13.56,19.91,7.76,58.77
Qc Tc 4d,47.0887,52.85,102.305,84.1588,47.15,126.195,116.375,14.49,27.25,0.01,58.25
Qc Tc 5c,49.8961,52.55,106.957,88.4889,47.45,121.543,111.375,13.45,20.13,8.92,57.51
Qc Tc 5d,48.5162,52.60,100.915,83.414,47.40,127.585,117.03,14.50,30.45,0.01,55.04
Qc Tc 6c,48.7136,52.24,106.19,88.3825,47.76,122.31,111.34,11.63,19.11,10.09,59.17
Qc Tc 6d,46.2281,52.03,98.9195,82.6671,47.97,129.581,117.437,13.63,31.24,0.01,55.11
Qc Tc 7c,49.0941,52.44,106.694,88.4627,47.56,121.806,111.349,12.11,22.04,7.17,58.68
Qc Tc 7d,46.2968,52.48,101.091,83.7508,47.52,127.409,116.573,13.42,30.44,0.00,56.14
Qc Tc 8c,44.7394,51.53,105.23,88.783,48.47,123.27,110.581,11.67,18.36,12.23,57.75
Qc Tc 8d,49.4783,51.53,96.2724,81.2287,48.47,132.228,118.611,22.44,27.57,0.01,49.98
Qc Tc 9c,33.1954,51.93,109.095,91.3351,48.07,119.405,108.005,7.59,11.11,14.17,67.13
Qc Tc 9d,44.1036,53.82,109.982,88.844,46.18,118.518,111.59,11.89,17.04,6.93,64.14
Qc Td Tc,45.7439,55.30,119.453,93.9197,44.70,109.047,106.062,8.65,26.01,0.01,65.33
Qc Td 2c,48.312,53.95,107.948,86.9888,46.05,120.552,113.829,10.41,25.87,0.03,63.69
Qc Td 3c,52.546,53.15,104.425,85.4165,46.85,124.075,115.155,10.80,28.04,0.02,61.14
Qc Td 4c,47.7823,53.01,103.676,85.0329,46.99,124.824,115.497,11.43,28.33,0.36,59.88
Qc Td 5c,48.115,52.75,102.061,84.1272,47.25,126.439,116.338,11.48,31.90,0.01,56.60
Qc Td 6c,47.3229,52.35,100.967,83.8506,47.65,127.533,116.376,10.78,31.98,0.01,57.23
Qc Td 7c,47.8161,52.77,102.935,84.8157,47.23,125.565,115.582,11.13,31.02,0.01,57.83
Qc Td 8c,49.5087,51.72,97.6642,82.1041,48.28,130.836,117.818,21.05,27.88,0.01,51.07
Qc Td 9c,43.9863,54.14,110.746,88.9308,45.86,117.754,111.647,11.38,21.91,0.40,66.31
Qd 3c 2c,64.685,51.30,98.621,83.5873,48.70,129.879,115.948,9.44,9.02,43.31,38.22
Qd 4c 2c,58.6302,51.06,99.7527,84.9353,48.94,128.747,114.387,8.34,11.85,39.61,40.20
Qd 4c 3c,66.2681,50.43,95.5032,82.3411,49.57,132.997,116.648,11.23,3.66,53.35,31.77
Qd 5c 2c,61.4426,50.90,100.016,85.425,49.10,128.484,113.783,6.26,0.00,52.05,41.68
Qd 5c 3c,68.1625,50.28,95.8206,82.8645,49.72,132.679,116.014,9.47,4.17,49.75,36.60
